65	0	a	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589 
66	1	a	"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me... "
67	0	a	Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ 
68	0	a	"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff! "
69	1	a	I plane to give on this month end. 
70	1	a	Wah lucky man... Then can save money... Hee... 
71	1	a	Finished class where are you. 
72	1	a	HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX 
73	1	a	K..k:)where are you?how did you performed? 
74	1	a	U can call me now... 
75	1	a	I am waiting machan. Call me once you free. 
76	1	a	Thats cool. i am a gentleman and will treat you with dignity and respect. 
77	1	a	I like you peoples very much:) but am very shy pa. 
78	1	a	Does not operate after &lt;#&gt; or what 
79	1	a	Its not the same here. Still looking for a job. How much do Ta's earn there. 
80	1	a	Sorry, I'll call later 
81	1	a	K. Did you call me just now ah? 
82	1	a	Ok i am on the way to home hi hi 
83	1	a	You will be in the place of that man 
84	1	a	Yup next stop. 
85	1	a	I call you later, don't have network. If urgnt, sms me. 
86	1	a	For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis. 
87	1	a	Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros. 
88	1	a	I'm really not up to it still tonight babe 
89	1	a	Ela kano.,il download, come wen ur free.. 
90	1	a	Yeah do! Don‘t stand to close tho- you‘ll catch something! 
91	1	a	Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
92	1	a	Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!! 
93	0	a	Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize! 
94	1	a	Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already? 
95	0	a	"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16 "
96	1	a	Watching telugu movie..wat abt u? 
97	1	a	i see. When we finish we have loads of loans to pay 
98	1	a	"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"" "
99	1	a	I see a cup of coffee animation 
100	1	a	Please don't text me anymore. I have nothing else to say. 
101	1	a	Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx 
102	1	a	I'm still looking for a car to buy. And have not gone 4the driving test yet. 
103	1	a	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune 
104	1	a	wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston. 
105	1	a	Umma my life and vava umma love you lot dear 
106	1	a	Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable. 
107	1	a	Aight, I'll hit you up when I get some cash 
108	1	a	How would my ip address test that considering my computer isn't a minecraft server 
109	1	a	I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes... 
110	1	a	Dont worry. I guess he's busy. 
111	1	a	What is the plural of the noun research? 
112	1	a	Going for dinner.msg you after. 
113	1	a	I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud. 
114	0	a	GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
115	1	a	Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened? 
116	1	a	As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. 
117	0	a	You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
118	1	a	Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
119	1	a	Hmm...my uncle just informed me that he's paying the school directly. So pls buy food. 
120	0	a	PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires 
121	0	a	URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM 
122	1	a	here is my new address -apples&pairs&all that malarky 
123	0	a	Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app 
124	1	a	I am going to sao mu today. Will be done only at 12 
125	1	a	Ü predict wat time ü'll finish buying? 
126	1	a	Good stuff, will do. 
127	1	a	Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise. 
128	1	a	Are you there in room. 
129	1	a	HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx 
130	1	a	K..k:)how much does it cost? 
131	1	a	I'm home. 
132	1	a	Dear, will call Tmorrow.pls accomodate. 
133	1	a	First answer my question. 
134	0	a	Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone 
135	0	a	Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p 
136	1	a	I only haf msn. It's yijue@hotmail.com 
137	1	a	He is there. You call and meet him 
138	1	a	No no. I will check all rooms befor activities 
139	0	a	You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again 
140	1	a	Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice... 
141	1	a	K, text me when you're on the way 
142	1	a	Sir, Waiting for your mail. 
143	1	a	"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8 "
144	1	a	I know you are. Can you pls open the back? 
145	1	a	Yes see ya not on the dot 
146	1	a	Whats the staff name who is taking class for us? 
147	0	a	FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end 
148	1	a	Ummma.will call after check in.our life will begin from qatar so pls pray very hard. 
149	1	a	K..i deleted my contact that why? 
150	1	a	Sindu got job in birla soft .. 
151	1	a	The wine is flowing and i'm i have nevering.. 
152	1	a	Yup i thk cine is better cos no need 2 go down 2 plaza mah. 
153	1	a	Ok... Ur typical reply... 
154	1	a	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune 
155	1	a	You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one. 
156	1	a	Aaooooright are you at work? 
157	1	a	I'm leaving my house now... 
158	1	a	Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ? 
159	0	a	Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery 
160	0	a	You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810 
161	1	a	Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life 
162	1	a	New car and house for my parents.:)i have only new job in hand:) 
163	1	a	I'm so in love with you. I'm excited each day i spend with you. You make me so happy. 
164	0	a	-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468 
165	0	a	BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu 
166	1	a	I place all ur points on e cultures module already. 
167	0	a	URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only 
168	1	a	Hi frnd, which is best way to avoid missunderstding wit our beloved one's? 
169	1	a	Great escape. I fancy the bridge but needs her lager. See you tomo 
170	1	a	Yes :)it completely in out of form:)clark also utter waste. 
171	1	a	Sir, I need AXIS BANK account no and bank address. 
172	1	a	Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... 
173	1	a	What time you coming down later? 
174	1	a	Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... 
175	1	a	Well, i'm gonna finish my bath now. Have a good...fine night. 
176	1	a	Let me know when you've got the money so carlos can make the call 
177	1	a	U still going to the mall? 
178	1	a	Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt; worth 
179	1	a	Text her. If she doesnt reply let me know so i can have her log in 
180	1	a	Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No. 
181	1	a	You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend 
182	1	a	Lol no. U can trust me. 
183	1	a	ok. I am a gentleman and will treat you with dignity and respect. 
184	1	a	He will, you guys close? 
185	1	a	Going on nothing great.bye 
186	1	a	Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ? 
187	1	a	Haha awesome, be there in a minute 
188	0	a	Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize! 
189	1	a	Have you got Xmas radio times. If not i will get it now 
190	1	a	I jus reached home. I go bathe first. But my sis using net tell u when she finishes k... 
191	0	a	Are you unique enough? Find out from 30th August. www.areyouunique.co.uk 
192	1	a	I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.| 
193	1	a	Hi :)finally i completed the course:) 
194	1	a	It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool. 
195	1	a	How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day 
196	1	a	Gud mrng dear hav a nice day 
197	1	a	Did u got that persons story 
198	1	a	is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? 
199	1	a	Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx 
200	1	a	Found it, ENC &lt;#&gt; , where you at? 
201	1	a	I sent you &lt;#&gt; bucks 
202	1	a	Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx 
203	1	a	Your account has been refilled successfully by INR &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; . 
204	1	a	Goodmorning sleeping ga. 
205	1	a	U call me alter at 11 ok. 
206	1	a	Ü say until like dat i dun buy ericsson oso cannot oredi lar... 
207	1	a	As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. 
208	1	a	Aight yo, dats straight dogg 
209	1	a	You please give us connection today itself before &lt;DECIMAL&gt; or refund the bill 
210	1	a	Both :) i shoot big loads so get ready! 
211	1	a	What's up bruv, hope you had a great break. Do have a rewarding semester. 
212	1	a	Home so we can always chat 
213	1	a	K:)k:)good:)study well. 
214	1	a	Yup... How ü noe leh... 
215	1	a	Sounds great! Are you home now? 
216	1	a	Finally the match heading towards draw as your prediction. 
217	1	a	Tired. I haven't slept well the past few nights. 
218	1	a	Easy ah?sen got selected means its good.. 
219	1	a	I have to take exam with march 3 
220	1	a	Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready. 
221	1	a	Ok no prob. Take ur time. 
222	1	a	There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop.. 
223	1	a	Sorry, I'll call later 
224	1	a	U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh. 
225	0	a	500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 
226	1	a	Would really appreciate if you call me. Just need someone to talk to. 
227	0	a	Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES 
228	1	a	Hey company elama po mudyadhu. 
229	1	a	Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . . 
230	1	a	Dear good morning now only i am up 
231	1	a	Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right. 
232	1	a	Dear we are going to our rubber place 
233	1	a	Sorry battery died, yeah I'm here 
234	1	a	Yes:)here tv is always available in work place.. 
235	0	a	Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence 
236	1	a	I have printed it oh. So &lt;#&gt; come upstairs 
237	1	a	Or ill be a little closer like at the bus stop on the same street 
238	1	a	Where are you?when wil you reach here? 
239	1	a	New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.! 
240	0	a	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597 
241	1	a	Tomarrow final hearing on my laptop case so i cant. 
242	1	a	PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx 
243	1	a	Okay. No no, just shining on. That was meant to be signing, but that sounds better. 
244	1	a	Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched... 
245	1	a	U don't remember that old commercial? 
246	1	a	Too late. I said i have the website. I didn't i have or dont have the slippers 
247	1	a	I asked you to call him now ok 
248	1	a	Kallis wont bat in 2nd innings. 
249	1	a	It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep. 
250	0	a	Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16 
251	1	a	Ranjith cal drpd Deeraj and deepak 5min hold 
252	1	a	Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da. 
253	1	a	What you doing?how are you? 
254	1	a	Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff. 
255	1	a	I'm back, lemme know when you're ready 
256	1	a	Don't necessarily expect it to be done before you get back though because I'm just now headin out 
257	1	a	Mmm so yummy babe ... Nice jolt to the suzy 
258	1	a	Where are you lover ? I need you ... 
259	0	a	We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW 
260	1	a	I‘m parked next to a MINI!!!! When are you coming in today do you think? 
261	1	a	Yup 
262	1	a	Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao. 
263	1	a	MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H* 
264	0	a	Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698 
265	1	a	Why you Dint come with us. 
266	1	a	Same. Wana plan a trip sometme then 
267	1	a	Not sure yet, still trying to get a hold of him 
268	0	a	Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT 
269	1	a	The evo. I just had to download flash. Jealous? 
270	0	a	Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge. 
271	1	a	Come to mu, we're sorting out our narcotics situation 
272	1	a	Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. 
273	0	a	HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com 
274	1	a	Usf I guess, might as well take 1 car 
275	1	a	No objection. My bf not coming. 
276	1	a	Thanx... 
277	1	a	Tell rob to mack his gf in the theater 
278	1	a	Awesome, I'll see you in a bit 
279	1	a	Just sent it. So what type of food do you like? 
280	1	a	All done? All handed in? Celebrations in full swing yet? 
281	1	a	You got called a tool? 
282	1	a	"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve.. "
283	1	a	Ok. I asked for money how far 
284	1	a	Okie... 
285	1	a	Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down 
286	1	a	K, I might come by tonight then if my class lets out early 
287	1	a	Ok.. 
288	1	a	hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx 
289	1	a	My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).. 
290	1	a	Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense. 
291	1	a	Hey you told your name to gautham ah? 
292	1	a	Haf u found him? I feel so stupid da v cam was working. 
293	1	a	Oops. 4 got that bit. 
294	1	a	Are you this much buzy 
295	1	a	I accidentally deleted the message. Resend please. 
296	0	a	T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply 
297	1	a	Unless it's a situation where YOU GO GURL would be more appropriate 
298	1	a	Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL 
299	1	a	I cant pick the phone right now. Pls send a message 
300	1	a	Need a coffee run tomo?Can't believe it's that time of week already 
301	1	a	Awesome, I remember the last time we got somebody high for the first time with diesel :V 
302	1	a	Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi? 
303	1	a	Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
304	1	a	He is a womdarfull actor 
305	0	a	SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE 
306	1	a	Yup... From what i remb... I think should be can book... 
307	1	a	Jos ask if u wana meet up? 
308	1	a	Lol yes. Our friendship is hanging on a thread cause u won't buy stuff. 
309	0	a	TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468 
310	1	a	Where are the garage keys? They aren't on the bookshelf 
311	1	a	Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy 
312	0	a	Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week 
313	1	a	He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week 
314	1	a	Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost. 
315	1	a	You made my day. Do have a great day too. 
316	1	a	K.k:)advance happy pongal. 
317	1	a	Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao... 
318	1	a	Not really dude, have no friends i'm afraid :( 
319	0	a	December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
320	1	a	Coffee cake, i guess... 
321	1	a	Merry Christmas to you too babe, i love ya *kisses* 
322	1	a	Hey... Why dont we just go watch x men and have lunch... Haha 
323	1	a	cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x 
324	1	a	That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week 
325	1	a	No problem. How are you doing? 
326	1	a	No calls..messages..missed calls 
327	1	a	Hi da:)how is the todays class? 
328	1	a	I'd say that's a good sign but, well, you know my track record at reading women 
329	1	a	Cool, text me when you're parked 
330	1	a	I'm reading the text i just sent you. Its meant to be a joke. So read it in that light 
331	1	a	K.k:)apo k.good movie. 
332	1	a	Maybe i could get book out tomo then return it immediately ..? Or something. 
333	0	a	Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! 
334	1	a	Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor. 
335	0	a	Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201. 
336	1	a	Ta-Daaaaa! I am home babe, are you still up ? 
337	1	a	Cool. So how come you havent been wined and dined before? 
338	1	a	Just sleeping..and surfing 
339	1	a	Sorry, I'll call later 
340	1	a	U calling me right? Call my hand phone... 
341	1	a	Ok that's great thanx a lot. 
342	1	a	I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him 
343	1	a	Where u been hiding stranger? 
